









Frequency of observations in the selected location(s).:
Number of taxa: 	476

	Jan				Feb				Mar				Apr				May				Jun				Jul				Aug				Sep				Oct				Nov				Dec				
Black Vulture	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.351E-4	9.461E-4	2.18E-4	2.513E-4	0.0015	2.441E-4	3.068E-4	0.0015	7.53E-4	5.999E-4	0.0	7.452E-4	0.0	4.105E-4	0.0015	0.0	0.0	0.0	0.0	0.0	4.808E-4	0.0052257	0.0	0.0015	0.0	0.0	0.0	0.0015	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Turkey Vulture	0.0010373	4.307E-4	8.905E-4	0.0010642	0.0019399	0.0017452	0.0045184	0.0186283	0.0594325	0.1256702	0.2235888	0.2749073	0.3259613	0.2916388	0.2785645	0.2959043	0.2908621	0.2759036	0.2633473	0.2019676	0.1922504	0.1873267	0.1793924	0.1694613	0.1853007	0.1583686	0.170202	0.185938	0.169297	0.1855769	0.1938242	0.2034366	0.2283682	0.2244418	0.2135636	0.2161795	0.1906369	0.1953745	0.1667486	0.1261666	0.051979	0.0146089	0.006559	0.0043924	5.679E-4	0.0044469	0.0015045	0.0019841	
new world vulture sp.	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.218E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Osprey	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0012614	0.0244168	0.096758	0.1166109	0.1286621	0.1187299	0.0988293	0.0914157	0.089982	0.0680941	0.0678092	0.0720792	0.067734	0.0649304	0.0587973	0.0778602	0.0772727	0.0926358	0.1162123	0.1456731	0.1334917	0.1396134	0.1129988	0.0802977	0.0539174	0.0343304	0.0151835	0.0120815	0.0039351	0.0013826	0.0023844	4.713E-4	0.0015	0.0015	0.0	0.0	0.0	0.0	
Swallow-tailed Kite	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.782E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Golden Eagle	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.351E-4	6.307E-4	4.36E-4	5.026E-4	0.0011148	9.766E-4	4.602E-4	7.602E-4	0.0	2.0E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.452E-4	0.0	6.913E-4	9.537E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Sharp-shinned Hawk	0.0088174	0.0107666	0.0089047	0.0117063	0.0087294	0.0101222	0.0137605	0.0063506	0.0095859	0.0097185	0.0170293	0.0248528	0.0246293	0.0269788	0.029541	0.0283786	0.0240231	0.0076807	0.0063987	0.0036651	0.0048435	0.0063366	0.0032841	0.0039244	0.0026726	0.0037076	0.0020202	0.0039987	0.0033477	0.0028846	0.0042755	0.0036821	0.0047412	0.0082256	0.0075821	0.0122366	0.0168705	0.0148429	0.0152484	0.0138265	0.0081068	0.0089538	0.0080727	0.0069546	0.0107893	0.008338	0.0120361	0.0099206	
Cooper's Hawk	0.0492739	0.042205	0.0387355	0.0510819	0.0465567	0.043281	0.0384062	0.0385267	0.0479294	0.0479223	0.055503	0.0625681	0.0683589	0.0664437	0.0810547	0.0796134	0.0665957	0.046988	0.0359928	0.0223765	0.0197466	0.0261386	0.0246305	0.0271138	0.0249443	0.0291314	0.0252525	0.0303232	0.0368245	0.0355769	0.04038	0.0466401	0.0501778	0.0673717	0.0652906	0.0734194	0.0607339	0.0662755	0.0659124	0.0653301	0.0495947	0.0405278	0.0499495	0.0391654	0.0499716	0.041134	0.0431294	0.0447846	
Sharp-shinned/Cooper's Hawk	7.78E-4	0.0017227	0.0013357	0.0014189	0.0014549	0.0020942	0.0039022	0.0012701	7.669E-4	0.0023458	0.0025229	0.0026161	0.0010053	0.0020067	0.0036621	0.0019942	0.0015205	0.0012048	5.999E-4	7.716E-4	3.726E-4	7.921E-4	0.0012315	0.0024973	0.0022272	5.297E-4	0.0	3.332E-4	0.0	0.0014423	0.0014252	0.0027616	0.0023706	3.917E-4	0.0029486	0.0023793	0.0016871	0.0017259	0.0024594	0.0027653	4.769E-4	0.0028275	0.0015136	0.0014641	0.0022714	0.0011117	0.0025075	0.0011338	
American Goshawk	2.593E-4	4.307E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0015	2.513E-4	0.0	7.324E-4	3.068E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.66E-4	0.0	0.0	5.015E-4	0.0	
Accipitrine hawk sp. (former Accipiter sp.)	5.187E-4	8.613E-4	0.0	0.0010642	4.85E-4	0.0013962	0.0020538	8.467E-4	3.834E-4	0.0016756	0.0025229	0.0030521	0.0025132	0.0031215	0.0036621	0.003068	0.0015205	0.0013554	0.0013997	7.716E-4	0.0011177	7.921E-4	0.0012315	3.568E-4	8.909E-4	5.297E-4	0.0	6.664E-4	4.782E-4	0.0014423	0.0028504	6.137E-4	3.951E-4	0.0015668	0.0012637	0.0013596	0.0016871	0.0017259	9.838E-4	0.002074	4.769E-4	0.0014138	0.0015	0.0010981	5.679E-4	5.559E-4	0.0015045	8.503E-4	
Northern Harrier	0.0085581	0.0116279	0.0071238	0.0102873	0.0029098	0.0034904	0.0024646	0.0046571	0.0057515	0.0090483	0.0126143	0.0152605	0.018095	0.0136009	0.0148926	0.0096641	0.0071461	0.003012	0.0025995	0.0015432	0.0029806	0.0015842	0.0012315	0.001427	4.454E-4	5.297E-4	0.0	6.664E-4	4.782E-4	0.0019231	0.0028504	0.0012274	0.0059265	0.0035253	0.0075821	0.0064582	0.0075917	0.0069037	0.0068864	0.0096785	0.0057225	0.00377	0.0045409	0.0018302	0.0017036	0.0038911	0.002006	0.005102	
Bald Eagle	0.0521266	0.0400517	0.0476402	0.054984	0.07129	0.052356	0.038817	0.0749365	0.0655675	0.0522788	0.0580259	0.0521038	0.0613219	0.0492754	0.0556641	0.053229	0.0395317	0.0337349	0.0285943	0.0277778	0.0230999	0.0213861	0.0188834	0.0260435	0.0289532	0.0264831	0.029798	0.0339887	0.0430416	0.0423077	0.0441805	0.044799	0.0426709	0.0426949	0.0282224	0.039429	0.0286799	0.0431481	0.0393507	0.0532319	0.0433953	0.0344015	0.0353179	0.034407	0.0352073	0.0400222	0.0436309	0.0348639	
Golden/Bald Eagle	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Mississippi Kite	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.917E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Broad-winged Hawk	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.54E-4	0.0100334	0.0405273	0.0421844	0.0190056	0.0105422	0.009998	0.0088735	0.0089419	0.009901	0.0114943	0.008919	0.0071269	0.0052966	0.0075758	0.0049983	0.0066954	0.0048077	0.0038005	0.0030684	0.0075069	0.0035253	0.0025274	3.399E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Red-shouldered Hawk	0.0020747	0.001292	0.0035619	0.0024832	0.0019399	0.0027923	0.004313	0.0050804	0.0145706	0.0107239	0.0280669	0.0200567	0.0175924	0.0098105	0.0102539	0.0088971	0.0060818	0.0096386	0.0103979	0.011767	0.0078241	0.010297	0.0160099	0.0042811	0.010245	0.0052966	0.0070707	0.0053316	0.0047824	0.0033654	0.0038005	0.0055232	0.0043461	0.0066588	0.0063184	0.0088375	0.0042176	0.0062133	0.0029513	0.0058763	0.0014306	0.0032988	0.0025227	0.0029283	0.0034072	0.0011117	0.001003	0.0031179	
Swainson's Hawk	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.23E-4	2.441E-4	0.0	0.0015	0.0	0.0	1.929E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Red-tailed Hawk	0.1351141	0.1632214	0.1393589	0.1426038	0.1474297	0.130192	0.1119326	0.1655377	0.1748466	0.1752681	0.2043519	0.1868324	0.1832119	0.1658863	0.1948242	0.1888326	0.1874715	0.1939759	0.1627674	0.1390818	0.1270492	0.1255446	0.1260263	0.1198716	0.1060134	0.1308263	0.1459596	0.152949	0.1520803	0.14375	0.1396675	0.1454434	0.1374951	0.1609871	0.1621735	0.1532971	0.1396035	0.1567138	0.1741269	0.1856205	0.1630901	0.1767201	0.1609485	0.1599561	0.1402612	0.143413	0.1604814	0.1502268	
Rough-legged Hawk	0.0018154	0.0021533	0.0026714	3.547E-4	9.699E-4	0.0020942	0.00267	0.0021169	0.002684	0.0036863	0.0075686	0.0056682	0.0032672	0.0017837	0.0014648	7.67E-4	3.041E-4	1.506E-4	2.0E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.218E-4	0.0	0.0	3.457E-4	4.769E-4	0.0015	0.0015136	0.0021962	5.679E-4	0.0016676	0.0015045	0.002551	
Buteo sp.	5.187E-4	0.0	4.452E-4	3.547E-4	4.85E-4	0.0	6.161E-4	4.234E-4	0.0011503	0.0013405	0.0025229	0.0050142	0.0027645	0.0033445	0.0021973	0.0026078	0.0016725	0.001506	7.998E-4	5.787E-4	0.0011177	0.0	4.105E-4	0.0	4.454E-4	5.297E-4	0.0	0.0	4.782E-4	0.0	4.751E-4	0.0	3.951E-4	7.834E-4	0.0	0.0	4.218E-4	6.904E-4	4.919E-4	3.457E-4	0.0	0.0	5.045E-4	3.66E-4	0.0	0.0015	0.0	0.0015	
Buteo/eagle sp.	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.154E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hawk sp.	0.0025934	0.003876	8.905E-4	0.0021284	0.0024248	0.0031414	0.0024646	0.0025402	0.002684	0.0033512	0.0050457	0.0026161	0.0020106	0.0026756	0.0031738	0.003068	0.0021286	0.0018072	0.0019996	0.001929	0.0014903	0.0015842	0.0028736	0.0010703	4.454E-4	0.0026483	0.0015152	0.0013329	0.0014347	9.615E-4	0.0028504	0.0018411	0.0011853	0.003917	0.0025274	0.0016995	0.0025306	0.0024163	0.0024594	0.001037	0.0014306	0.0023563	0.0015136	0.0014641	0.0022714	0.0011117	0.0015045	0.002551	
eagle sp.	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.834E-4	0.0	0.0	2.18E-4	0.0	0.0015	2.441E-4	1.534E-4	0.0	3.012E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	4.769E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
American Barn Owl	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.441E-4	1.534E-4	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0015	0.0015	0.0015	0.0	3.332E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Eastern Screech-Owl	0.0116701	0.0107666	0.0062333	0.0046116	0.0223084	0.0111693	0.006983	0.0135478	0.0111196	0.0100536	0.0097761	0.0119904	0.0100528	0.0138239	0.0131836	0.0214757	0.0083625	0.0121988	0.0081984	0.0042438	0.0018629	0.0015842	0.0041051	0.001427	0.0035635	0.0052966	0.0030303	0.002999	0.0071736	0.0076923	0.0099762	0.0073642	0.0134334	0.0144928	0.0134794	0.014276	0.0105441	0.0096652	0.0068864	0.0093329	0.0100143	0.0141376	0.0095863	0.0080527	0.0062465	0.0077821	0.0120361	0.0104875	
Snowy Owl	0.0417531	0.0331611	0.016919	0.0198652	0.0087294	0.0045375	0.0041076	0.0101609	0.0049847	0.0046917	0.004415	0.0056682	0.0017592	0.0015608	0.0056152	0.0027612	1.52E-4	1.506E-4	0.0	0.0015	0.0015	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.457E-4	9.537E-4	0.005655	0.0105954	0.0248902	0.0346394	0.0433574	0.0285858	0.0510204	
Great Horned Owl	0.0085581	0.0129199	0.0120214	0.0081589	0.0067895	0.0111693	0.0080099	0.0122777	0.0095859	0.0134048	0.0116682	0.0113364	0.0080422	0.0095875	0.0141602	0.0131922	0.0176372	0.0131024	0.0087982	0.0034722	0.0014903	0.0027723	4.105E-4	0.0017838	0.0017817	0.0026483	0.0020202	0.0016661	0.0014347	0.0048077	0.0019002	0.0012274	0.003951	0.0066588	0.0029486	0.0064582	0.00717	0.0103555	0.0034432	0.0058763	0.0090606	0.0061263	0.0090817	0.0095168	0.0107893	0.0094497	0.0190572	0.0124717	
Barred Owl	0.002334	0.0021533	0.0048976	0.0046116	0.0087294	0.0069808	0.0028753	0.0084674	0.0134202	0.008378	0.0138757	0.0087203	0.0090475	0.0136009	0.0095215	0.0107378	0.0057777	0.0066265	0.0073985	0.0108025	0.0119225	0.0063366	0.0106732	0.0078487	0.0084633	0.0084746	0.0035354	0.002999	0.001913	0.0028846	0.0019002	0.0042958	0.0035559	0.005092	0.0046335	0.0064582	0.0054829	0.0048326	0.004427	0.0041479	0.0019075	0.001885	0.0010091	0.0036603	0.0017036	0.0022235	0.0035105	0.0036848	
Long-eared Owl	0.0015	0.0015	0.0	0.0	0.0	3.49E-4	6.161E-4	0.0	7.669E-4	0.0015	0.0015768	4.36E-4	0.0	0.0017837	9.766E-4	4.602E-4	6.082E-4	0.0	2.0E-4	0.0015	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	5.015E-4	0.0	
Short-eared Owl	0.0062241	0.0155039	0.0040071	0.0046116	0.0033948	0.0010471	6.161E-4	0.0016935	0.0011503	0.0015	0.0012614	8.72E-4	0.0017592	2.23E-4	7.324E-4	0.0015	1.52E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	6.904E-4	4.919E-4	3.457E-4	0.0	0.0	5.045E-4	3.66E-4	0.0011357	0.0011117	0.0015	0.0017007	
Boreal Owl	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Northern Saw-whet Owl	0.0	0.0	0.0	3.547E-4	0.0067895	0.0031414	6.161E-4	0.0	0.0065184	0.0	3.154E-4	2.18E-4	7.54E-4	4.459E-4	0.0	0.0	1.52E-4	0.0	3.999E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.919E-4	3.457E-4	0.0	4.713E-4	0.0	0.0	0.0	0.0	0.001003	0.0014172	
owl sp.	0.0	0.0	4.452E-4	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.457E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Laughing Kookaburra	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.96E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Belted Kingfisher	0.0368257	0.0348837	0.0365093	0.0262504	0.0373424	0.0230366	0.0139659	0.0296359	0.0233896	0.0234584	0.0350047	0.0688903	0.1349585	0.1431438	0.1733398	0.1966559	0.1953778	0.1560241	0.1357728	0.0891204	0.0611028	0.0649505	0.0562397	0.0731359	0.0739421	0.096928	0.1060606	0.1162946	0.1410808	0.1836538	0.1643705	0.1917766	0.1967602	0.2079906	0.216091	0.1532971	0.1273724	0.1032102	0.0796852	0.0708607	0.0553171	0.0626767	0.0620585	0.0519766	0.0556502	0.0466926	0.0436309	0.0359977	
Yellow-bellied Sapsucker	0.0075207	0.0064599	0.0022262	0.0046116	0.0067895	0.0027923	0.0049291	8.467E-4	0.0019172	0.0016756	0.0018921	0.0071942	0.0643378	0.1255295	0.126709	0.0747047	0.0416603	0.026506	0.0279944	0.0270062	0.0298063	0.0423762	0.044335	0.0353193	0.0351893	0.0248941	0.0090909	0.008997	0.0071736	0.0091346	0.0071259	0.0052163	0.0102726	0.0097924	0.0408593	0.1346023	0.1817798	0.0911288	0.0427939	0.0169374	0.0095374	0.0127238	0.0095863	0.0069546	0.0068143	0.0055586	0.0080241	0.0036848	
Red-headed Woodpecker	0.0033714	0.0047373	0.0022262	0.0056758	0.0053346	0.0010471	0.0018484	0.0042337	0.0030675	0.0020107	0.0012614	0.0034881	0.0027645	0.0033445	0.005127	0.0081301	0.0284324	0.0350904	0.0519896	0.0405093	0.0368852	0.0269307	0.0250411	0.0356761	0.0351893	0.0333686	0.0242424	0.038987	0.0210426	0.0288462	0.0308789	0.0312979	0.0225207	0.0144928	0.0092671	0.0067981	0.0021088	0.0051778	0.0039351	0.0024196	0.0028612	0.001885	0.0010091	0.0025622	0.0017036	0.0027793	0.001003	0.0039683	
Red-bellied Woodpecker	0.2914938	0.2868217	0.2983081	0.3018801	0.3050436	0.3308901	0.3536661	0.2980525	0.3055982	0.2928954	0.3011668	0.2999782	0.324956	0.3244147	0.3496094	0.4023623	0.3974456	0.4040663	0.4081184	0.3719136	0.3342027	0.3429703	0.316913	0.2875491	0.264588	0.248411	0.2292929	0.2092636	0.1989479	0.1951923	0.2147268	0.241792	0.2726195	0.3227575	0.4005897	0.3871516	0.3901307	0.3841905	0.3580915	0.3619081	0.323319	0.3096136	0.3430878	0.2877013	0.3123225	0.2957198	0.3024072	0.303288	
American Three-toed Woodpecker	2.593E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	
Black-backed Woodpecker	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.929E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Downy Woodpecker	0.3973029	0.4056848	0.4024933	0.4175239	0.4199806	0.44363	0.4920928	0.4115157	0.3953221	0.3863941	0.3844213	0.3799869	0.4071375	0.4089186	0.4355469	0.4618807	0.4366733	0.3942771	0.3691262	0.2989969	0.2559613	0.2891089	0.3111658	0.353193	0.3790646	0.3924788	0.3873737	0.3908697	0.3825921	0.3754808	0.4095012	0.4301933	0.4267088	0.4645515	0.5	0.485724	0.4656263	0.4342423	0.4274471	0.4517802	0.4062947	0.4161169	0.4243189	0.4019034	0.431573	0.4068927	0.4192578	0.4243197	
Hairy Woodpecker	0.1657158	0.1640827	0.1821015	0.1826889	0.1755577	0.2	0.2337236	0.1600339	0.1621933	0.133378	0.1346578	0.1401788	0.1427494	0.1473802	0.1437988	0.148489	0.1400334	0.1378012	0.1425715	0.128858	0.1076751	0.1108911	0.0989327	0.1066714	0.1051225	0.1048729	0.1050505	0.1032989	0.1138211	0.1096154	0.1249406	0.1359313	0.1509285	0.1684293	0.1819714	0.1900068	0.1872628	0.1684501	0.1628136	0.1565849	0.1497377	0.1606975	0.1897074	0.1573939	0.1686542	0.1650917	0.1735206	0.18339	
Downy/Hairy Woodpecker	0.0049274	0.0068906	0.0048976	0.0028379	0.0038797	0.0115183	0.0160197	0.003387	0.0011503	0.0016756	0.0037843	0.0028341	0.0040211	0.0026756	0.0036621	0.0036815	0.0042573	0.0042169	0.0033993	0.0023148	0.002608	0.0019802	0.0028736	0.0035676	0.0022272	0.0026483	0.0065657	0.0036654	0.0038259	9.615E-4	0.0028504	9.205E-4	0.0031608	0.0027419	0.0042123	0.0020394	0.0037959	0.003797	0.0019675	0.0038023	0.0047687	0.00377	0.0055499	0.0021962	0.0017036	0.0033352	0.0060181	0.0036848	
Pileated Woodpecker	0.0482365	0.0391904	0.0365093	0.0379567	0.0436469	0.0547993	0.0509345	0.0414903	0.0440951	0.0469169	0.0450962	0.0536298	0.0552903	0.0532887	0.0561523	0.0619727	0.0497187	0.0531627	0.0621876	0.0634645	0.0599851	0.0657426	0.0652709	0.0396004	0.044098	0.0391949	0.029798	0.0286571	0.0387374	0.0490385	0.039905	0.0395827	0.043066	0.0470035	0.0572873	0.0438477	0.0404892	0.0421125	0.0324643	0.0376772	0.0286123	0.0400566	0.0449041	0.0347731	0.0414537	0.0305725	0.0421264	0.0566893	
Northern Flicker	0.030083	0.037037	0.0360641	0.0329904	0.0329777	0.0369983	0.0396385	0.0376799	0.0479294	0.0475871	0.059918	0.118378	0.2136215	0.361204	0.4196777	0.4394846	0.3778318	0.3177711	0.3129374	0.2496142	0.2101341	0.2308911	0.2561576	0.2404567	0.2663697	0.2865466	0.2959596	0.290903	0.2611191	0.2418269	0.2598575	0.2804541	0.2919795	0.3380337	0.3946925	0.3446635	0.268663	0.1898516	0.1264142	0.0877981	0.0577015	0.0513666	0.0676085	0.0472182	0.0397501	0.0405781	0.0416249	0.039966	
woodpecker sp.	0.001556	0.001292	4.452E-4	7.095E-4	9.699E-4	0.0010471	0.0018484	4.234E-4	0.0011503	0.0013405	0.0022075	0.0023981	0.0027645	0.0015608	4.883E-4	6.136E-4	9.123E-4	4.518E-4	7.998E-4	5.787E-4	0.0018629	3.96E-4	0.0012315	7.135E-4	8.909E-4	0.0010593	0.0	6.664E-4	0.0014347	0.0	0.0019002	6.137E-4	3.951E-4	3.917E-4	8.425E-4	6.798E-4	4.218E-4	0.0013807	0.0019675	0.0	4.769E-4	0.0	0.0010091	0.0010981	0.0	5.559E-4	0.003009	5.669E-4	
American Kestrel	0.0165975	0.0167959	0.0129118	0.01348	0.0087294	0.009075	0.0080099	0.0101609	0.0145706	0.0144102	0.0245979	0.0381513	0.0376979	0.0361204	0.0297852	0.0231631	0.0221986	0.015512	0.0183963	0.0167824	0.0186289	0.019802	0.0168309	0.0146272	0.0146993	0.0164195	0.020202	0.0173276	0.0253467	0.0254808	0.023753	0.0202516	0.0229158	0.0211516	0.0181129	0.0159755	0.0130747	0.0162237	0.0093458	0.0089872	0.0119218	0.0122526	0.0116044	0.0164714	0.0113572	0.0100056	0.0155466	0.0150227	
Merlin	0.0075207	0.0107666	0.007569	0.0092231	0.0126091	0.008377	0.0039022	0.0088908	0.0099693	0.0130697	0.0154525	0.0194027	0.0178437	0.0164994	0.0166016	0.0154932	0.0136841	0.0103916	0.0069986	0.0063657	0.0044709	0.0055446	0.0065681	0.0110596	0.0080178	0.0164195	0.0161616	0.020993	0.0210426	0.0134615	0.015677	0.0263885	0.0308179	0.0305523	0.0324347	0.0292318	0.0307887	0.0303763	0.0201672	0.024542	0.0228898	0.0164939	0.0131181	0.0142753	0.0090857	0.0127849	0.0115346	0.0056689	
Gyrfalcon	0.0015	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.045E-4	0.0	0.0	0.0	0.0	0.0015	
Peregrine Falcon	0.0158195	0.0159345	0.0120214	0.0127705	0.0193986	0.0118674	0.0082152	0.0241321	0.0184049	0.0164209	0.021129	0.0200567	0.0160844	0.0149387	0.0109863	0.0108912	0.0106432	0.0064759	0.0083983	0.0096451	0.0104322	0.0154455	0.0123153	0.0114163	0.0089087	0.0190678	0.0090909	0.0136621	0.0143472	0.0110577	0.0137767	0.0171832	0.0256815	0.0235018	0.0231676	0.0166553	0.0156052	0.0296859	0.0186916	0.0169374	0.0205055	0.0197926	0.0196771	0.022694	0.0215786	0.0194553	0.0130391	0.0124717	
large falcon sp.	2.593E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.834E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.66E-4	0.0	0.0	0.0	0.0015	
